id,instruction_target_image,instruction_prompt,source,translate,category,object,,
edit_617,image_edit_magic_data/image_617.png,replace the background with a cozy mountain lodge,image_edit_meta,请将背景替换为舒适的山间小屋。,Background,无修改物体,,
edit_618,image_edit_magic_data/image_618.png,replace the background with a stage,image_edit_meta,请将背景替换为舞台。,Background,无修改物体,,
edit_619,image_edit_magic_data/image_619.png,modify the background to a colorful and playful environment,image_edit_meta,请将背景修改为多彩且富有童趣的环境。,Background,无修改物体,,
edit_620,image_edit_magic_data/image_620.png,replace the background with a romantic sunset,image_edit_meta,请将背景替换为浪漫的日落。,Background,无修改物体,,
edit_621,image_edit_magic_data/image_621.png,replace the background with a spaceship,image_edit_meta,请将背景替换为宇宙飞船。,Background,无修改物体,,
edit_622,image_edit_magic_data/image_622.png,change the background to futuristic cityscape,image_edit_meta,将背景更改为未来城市景象,Background,无修改物体,,
edit_623,image_edit_magic_data/image_623.png,replace the background with snowy mountain.,image_edit_meta,请将背景替换为雪山。,Background,无修改物体,,
edit_624,image_edit_magic_data/image_624.png,make the background an eerie forest,image_edit_meta,将背景设置为幽暗森林。,Background,无修改物体,,
edit_625,image_edit_magic_data/image_625.png,transport the background to beachside,image_edit_meta,将背景转移到海边,Background,无修改物体,,
edit_626,image_edit_magic_data/image_626.png,change background to luxury cruise ship,image_edit_meta,更换背景为豪华游轮,Background,无修改物体,,
edit_627,image_edit_magic_data/image_627.png,shift the background to a luxury boutique hotel,image_edit_meta,将背景转换为豪华精品酒店,Background,无修改物体,,
edit_628,image_edit_magic_data/image_628.png,change the background to luxury hotel lobby,image_edit_meta,将背景更改为豪华酒店大堂。,Background,无修改物体,,
edit_629,image_edit_magic_data/image_629.png,change the background to a cozy living room,image_edit_meta,将背景更改为舒适的客厅。,Background,无修改物体,,
edit_630,image_edit_magic_data/image_630.png,replace the background with space,image_edit_meta,请将背景替换为太空。,Background,无修改物体,,
edit_631,image_edit_magic_data/image_631.png,shift the background to a colorful festival,image_edit_meta,将背景转变为多彩的节日氛围,Background,无修改物体,,
edit_632,image_edit_magic_data/image_632.png,swap the background with a luxury mansion,image_edit_meta,将背景换成豪华别墅,Background,无修改物体,,
edit_633,image_edit_magic_data/image_633.png,alter the background to a peaceful Japanese garden,image_edit_meta,将背景改为宁静的日本花园。,Background,无修改物体,,
edit_634,image_edit_magic_data/image_634.png,change the background to a beach at sunset,image_edit_meta,将背景更改为海滩日落。,Background,无修改物体,,
edit_635,image_edit_magic_data/image_635.png,adorn the background with a beautiful garden,image_edit_meta,用美丽的花园装饰背景,Background,无修改物体,,
edit_636,image_edit_magic_data/image_636.png,add a starry night sky background,image_edit_meta,添加星空夜景背景,Background,无修改物体,,
edit_637,image_edit_magic_data/image_637.png,swap the background with a modern cityscape,image_edit_meta,将背景替换为现代城市景观,Background,无修改物体,,
edit_638,image_edit_magic_data/image_638.png,remove the chicken and vegetables,image_edit_meta,取出鸡肉和蔬菜。,Remove,鸡肉和蔬菜,,
edit_639,image_edit_magic_data/image_639.png,get rid of the sword,image_edit_meta,扔掉那把剑,Remove,剑,,
edit_640,image_edit_magic_data/image_640.png,remove the chicken,image_edit_meta,去掉鸡肉,Remove,鸡肉,,
edit_641,image_edit_magic_data/image_641.png,remove the statue of a monk,image_edit_meta,请移除和尚的雕像。,Remove,和尚的雕像,,
edit_642,image_edit_magic_data/image_642.png,get rid of the sword,image_edit_meta,扔掉那把剑,Remove,剑,,
edit_643,image_edit_magic_data/image_643.png,remove the boy,image_edit_meta,把男孩删除,Remove,男孩,,
edit_644,image_edit_magic_data/image_644.png,get rid of the bag,image_edit_meta,把袋子扔掉,Remove,袋子,,
edit_645,image_edit_magic_data/image_645.png,remove the sunset,image_edit_meta,移除日落,Remove,太阳,,
edit_646,image_edit_magic_data/image_646.png,remove the turban,image_edit_meta,摘下头巾,Remove,头巾,,
edit_647,image_edit_magic_data/image_647.png,remove the snake and the tattoo,image_edit_meta,移除蛇和纹身,Remove,蛇，纹身,,
edit_648,image_edit_magic_data/image_648.png,get rid of the tattoo,image_edit_meta,去掉纹身,Remove,纹身,,
edit_649,image_edit_magic_data/image_649.png,get rid of the young man,image_edit_meta,摆脱那个年轻人,Remove,年轻人,,
edit_650,image_edit_magic_data/image_650.png,remove the make-up,image_edit_meta,卸妆,Remove,妆造,,
edit_651,image_edit_magic_data/image_651.png,remove the father,image_edit_meta,除去父亲,Remove,父亲,,
edit_652,image_edit_magic_data/image_652.png,remove the bicycle,image_edit_meta,移除自行车,Remove,自行车,,
edit_653,image_edit_magic_data/image_653.png,get rid of the dragon image and the wooden table,image_edit_meta,去掉龙的图案和木头桌子。,Remove,龙的图案和木头桌子,,
edit_654,image_edit_magic_data/image_654.png,remove the stand,image_edit_meta,请将支架拆除。,Remove,支架,,
edit_655,image_edit_magic_data/image_655.png,remove the street,image_edit_meta,移除街道,Remove,街道,,
edit_656,image_edit_magic_data/image_656.png,remove the cup of tea,image_edit_meta,请拿走那杯茶。,Remove,茶,,
edit_657,image_edit_magic_data/image_657.png,remove the blocks,image_edit_meta,移除障碍物,Remove,障碍物,,
edit_658,image_edit_magic_data/image_658.png,erase the cafe,image_edit_meta,擦除咖啡馆,Remove,咖啡馆,,
edit_659,image_edit_magic_data/image_659.png,remove the medical mask and the stack of books,image_edit_meta,请摘下医用口罩和那叠书。,Remove,医用口罩和书,,
edit_660,image_edit_magic_data/image_660.png,get rid of the mobile phone,image_edit_meta,扔掉手机,Remove,手机,,
edit_661,image_edit_magic_data/image_661.png,remove the hourglass,image_edit_meta,移除沙漏,Remove,沙漏,,
edit_662,image_edit_magic_data/image_662.png,remove the car,image_edit_meta,移走汽车,Remove,汽车,,
edit_663,image_edit_magic_data/image_663.png,remove the rock,image_edit_meta,移除石头,Remove,石头,,
edit_664,image_edit_magic_data/image_664.png,remove the grandmother,image_edit_meta,请把祖母移走。,Remove,祖母,,
edit_665,image_edit_magic_data/image_665.png,remove the earrings,image_edit_meta,摘掉耳环,Remove,耳环,,
edit_666,image_edit_magic_data/image_666.png,get rid of the flowers,image_edit_meta,扔掉这些花,Remove,花,,
edit_667,image_edit_magic_data/image_667.png,remove autumn,image_edit_meta,清除秋天的元素,Background,无修改物体,,
edit_668,image_edit_magic_data/image_668.png,get rid of the glasses and the beard,image_edit_meta,摘掉眼镜，刮掉胡子。,Remove,眼镜和胡子,,
edit_669,image_edit_magic_data/image_669.png,remove the japanese garden,image_edit_meta,请把日本花园移除。,Background,无修改物体,,
edit_670,image_edit_magic_data/image_670.png,delete the leopard shark,image_edit_meta,删除豹纹鲨,Remove,豹纹鲨,,
edit_671,image_edit_magic_data/image_671.png,remove the candy cane,image_edit_meta,请拿掉拐杖糖。,Remove,拐杖糖,,
edit_672,image_edit_magic_data/image_672.png,get rid of the gold glasses,image_edit_meta,扔掉那副金色眼镜,Remove,金色眼镜,,
edit_673,image_edit_magic_data/image_673.png,without the cup,image_edit_meta,删除杯子,Remove,杯子,,
edit_674,image_edit_magic_data/image_674.png,remove the swimming pool,image_edit_meta,拆除游泳池,Remove,游泳池,,
edit_675,image_edit_magic_data/image_675.png,remove the beard and cap,image_edit_meta,剃掉胡须和帽子。,Remove,胡须，帽子,,
edit_676,image_edit_magic_data/image_676.png,delete the mural,image_edit_meta,删除壁画,Remove,壁画,,
edit_677,image_edit_magic_data/image_677.png,take out the gnomes,image_edit_meta,请把小矮人拿出来。,Remove,小矮人,,
edit_678,image_edit_magic_data/image_678.png,erase the picture of the palm tree,image_edit_meta,擦除棕榈树的图片,Remove,棕榈树,,
edit_679,image_edit_magic_data/image_679.png,remove the bouquet of dried flowers,image_edit_meta,请把那束干花拿走。,Remove,那束干花,,
edit_680,image_edit_magic_data/image_680.png,remove the rain,image_edit_meta,去掉雨水,Global,无修改物体,,
edit_681,image_edit_magic_data/image_681.png,remove the confetti,image_edit_meta,请清除五彩纸屑。,Remove,五彩纸屑,,
edit_682,image_edit_magic_data/image_682.png,remove the ANZAC Bridge,image_edit_meta,移除澳新军团大桥,Remove,澳新军团大桥,,
edit_683,image_edit_magic_data/image_683.png,take out the glitter,image_edit_meta,取出闪光粉,Remove,闪光粉,,
edit_684,image_edit_magic_data/image_684.png,remove the cabbage,image_edit_meta,请把卷心菜拿走。,Remove,卷心菜,,
edit_685,image_edit_magic_data/image_685.png,remove the golden jewelry set,image_edit_meta,请取下金质首饰套装。,Remove,金质首饰套装,,
edit_686,image_edit_magic_data/image_686.png,remove the clouds,image_edit_meta,驱散云朵,Remove,云,,
edit_687,image_edit_magic_data/image_687.png,remove one of the bikers,image_edit_meta,请移除一名骑手。,Remove,骑手,,
edit_688,image_edit_magic_data/image_688.png,without the sea,image_edit_meta,去掉海,Remove,海,,
edit_689,image_edit_magic_data/image_689.png,remove the bicycle,image_edit_meta,移除自行车,Remove,自行车,,
edit_690,image_edit_magic_data/image_690.png,remove the girl,image_edit_meta,请把这个女孩带走。,Remove,女孩,,
edit_691,image_edit_magic_data/image_691.png,without the accessories,image_edit_meta,不要附加配件。,Remove,配件,,
edit_692,image_edit_magic_data/image_692.png,remove the long hair,image_edit_meta,去除长发,Remove,长发,,
edit_693,image_edit_magic_data/image_693.png,get rid of the horse,image_edit_meta,摆脱那匹马,Remove,马,,
edit_694,image_edit_magic_data/image_694.png,delete the plants in vase and the books,image_edit_meta,请清理花瓶里的植物和书籍。,Remove,植物和书籍,,
edit_695,image_edit_magic_data/image_695.png,remove the dragon statue and the winter,image_edit_meta,请移除龙雕像,Remove,龙雕像,,
edit_696,image_edit_magic_data/image_696.png,remove the piercings and blue hair,image_edit_meta,去掉耳环和蓝色的头发。,Remove,耳环和蓝色的头发,,
edit_697,image_edit_magic_data/image_697.png,get rid of the guitar,image_edit_meta,扔掉吉他,Remove,吉他,,
edit_698,image_edit_magic_data/image_698.png,remove the red caviar,image_edit_meta,请去掉红鱼子酱。,Remove,红鱼子酱,,
edit_699,image_edit_magic_data/image_699.png,get rid of the barn,image_edit_meta,去掉谷仓,Remove,谷仓,,
edit_700,image_edit_magic_data/image_700.png,switch the background to a modern cityscape,image_edit_meta,将背景切换到现代城市景观。,Background,无修改物体,,
edit_701,image_edit_magic_data/image_701.png,cut the purple iris flowers,image_edit_meta,剪下紫色的鸢尾花,Remove,紫色的鸢尾花,,
edit_702,image_edit_magic_data/image_702.png,remove the hamburger,image_edit_meta,移除汉堡,Remove,汉堡,,
edit_703,image_edit_magic_data/image_703.png,get rid of the fish,image_edit_meta,去掉鱼。,Remove,鱼,,
edit_704,image_edit_magic_data/image_704.png,get rid of the cricket bat,image_edit_meta,扔掉板球拍,Remove,板球拍,,
edit_705,image_edit_magic_data/image_705.png,remove the glasses and the red lipstick,image_edit_meta,请摘下眼镜并擦去红色口红。,Remove,眼镜和红色口红,,
edit_706,image_edit_magic_data/image_706.png,remove one of the dogs,image_edit_meta,请把其中一只狗移走。,Remove,狗,,
edit_707,image_edit_magic_data/image_707.png,get rid of the braids,image_edit_meta,去掉辫子,Remove,辫子,,
edit_708,image_edit_magic_data/image_708.png,get rid of the bouquet,image_edit_meta,扔掉花束,Remove,花束,,
edit_709,image_edit_magic_data/image_709.png,remove the jewellery and traditional makeup,image_edit_meta,摘下珠宝首饰和传统妆容,Remove,珠宝首饰和传统妆容,,
edit_710,image_edit_magic_data/image_710.png,remove the coffee mug,image_edit_meta,请把咖啡杯拿走。,Remove,咖啡杯,,
edit_711,image_edit_magic_data/image_711.png,swap the background to a luxury yacht,image_edit_meta,将背景换成豪华游艇,Background,无修改物体,,
edit_712,image_edit_magic_data/image_712.png,make the background a luxury pet spa,image_edit_meta,将背景设置为豪华宠物水疗中心,Background,无修改物体,,
edit_713,image_edit_magic_data/image_713.png,change the background to a beach,image_edit_meta,将背景更改为海滩,Background,无修改物体,,
edit_714,image_edit_magic_data/image_714.png,change background to futuristic cityscape,image_edit_meta,更换背景为未来城市景观,Background,无修改物体,,
edit_715,image_edit_magic_data/image_715.png,Replace the background with a cityscape at sunset,image_edit_meta,将背景替换为日落时的城市天际线。,Background,无修改物体,,
edit_716,image_edit_magic_data/image_716.png,create a studio background,image_edit_meta,创建一个摄影棚背景,Background,无修改物体,,
edit_717,image_edit_magic_data/image_717.png,set the background to sunset,image_edit_meta,将背景设置为日落。,Background,无修改物体,,
edit_718,image_edit_magic_data/image_718.png,change the background to beach,image_edit_meta,将背景更改为海滩,Background,无修改物体,,
edit_719,image_edit_magic_data/image_719.png,change the background to Taj Mahal,image_edit_meta,将背景更改为泰姬陵,Background,无修改物体,,
edit_720,image_edit_magic_data/image_720.png,transform the background into a modern office space,image_edit_meta,将背景转换成现代办公空间。,Background,无修改物体,,
edit_721,image_edit_magic_data/image_721.png,change the background to a modern cityscape,image_edit_meta,将背景更改为现代城市景观。,Background,无修改物体,,
edit_722,image_edit_magic_data/image_722.png,replace the background with a luxury mansion,image_edit_meta,请将背景替换为豪华别墅。,Background,无修改物体,,
edit_723,image_edit_magic_data/image_723.png,change the background to cityscape,image_edit_meta,将背景更改为城市风光,Background,无修改物体,,
edit_724,image_edit_magic_data/image_724.png,convert the background into a magical forest,image_edit_meta,请将背景转换为魔法森林。,Background,无修改物体,,
edit_725,image_edit_magic_data/image_725.png,alter the background to tropical island,image_edit_meta,将背景改为热带岛屿,Background,无修改物体,,
edit_726,image_edit_magic_data/image_726.png,make the background souk,image_edit_meta,将背景变为喧闹的集市,Background,无修改物体,,
edit_727,image_edit_magic_data/image_727.png,make the background galaxy,image_edit_meta,将背景设置为银河系。,Background,无修改物体,,
edit_728,image_edit_magic_data/image_728.png,alter the background to a luxurious villa,image_edit_meta,将背景改为豪华别墅,Background,无修改物体,,
edit_729,image_edit_magic_data/image_729.png,use a starry night sky as the background,image_edit_meta,请使用繁星点点的夜空作为背景。,Background,无修改物体,,
edit_730,image_edit_magic_data/image_730.png,change the background to amusement park,image_edit_meta,将背景更改为游乐园,Background,无修改物体,,
edit_731,image_edit_magic_data/image_731.png,set the background to Taj Mahal,image_edit_meta,将背景设置为泰姬陵,Background,无修改物体,,
edit_732,image_edit_magic_data/image_732.png,change the background to a bustling city street,image_edit_meta,将背景更改为繁忙的城市街道。,Background,无修改物体,,
edit_733,image_edit_magic_data/image_733.png,change background to mountain,image_edit_meta,更换背景为山景,Background,无修改物体,,
edit_734,image_edit_magic_data/image_734.png,add a cityscape background,image_edit_meta,添加城市天际线背景,Background,无修改物体,,
edit_735,image_edit_magic_data/image_735.png,shift the background to a trendy boutique hotel lobby,image_edit_meta,将背景转换为时尚精品酒店大堂,Background,无修改物体,,
edit_736,image_edit_magic_data/image_736.png,make the background a cityscape at sunset,image_edit_meta,将背景设为日落时的城市天际线。,Background,无修改物体,,
edit_737,image_edit_magic_data/image_737.png,replace the background with a luxury car showroom,image_edit_meta,请将背景替换为豪华汽车展示厅。,Background,无修改物体,,
edit_738,image_edit_magic_data/image_738.png,use a beach as the background,image_edit_meta,使用海滩作为背景,Background,无修改物体,,
edit_739,image_edit_magic_data/image_739.png,transform the background into a peaceful meadow,image_edit_meta,将背景转换为宁静的草地,Background,无修改物体,,
edit_740,image_edit_magic_data/image_740.png,update the background to a winter wonderland,image_edit_meta,请将背景更新为冬季仙境。,Background,无修改物体,,
edit_741,image_edit_magic_data/image_741.png,alter the background to cityscape,image_edit_meta,将背景更改为城市风光,Background,无修改物体,,
edit_742,image_edit_magic_data/image_742.png,modify the background to beach at sunset,image_edit_meta,请将背景修改为夕阳下的海滩。,Background,无修改物体,,
edit_743,image_edit_magic_data/image_743.png,swap the background to library,image_edit_meta,将背景换成图书馆,Background,无修改物体,,
edit_744,image_edit_magic_data/image_744.png,replace the background with a city skyline,image_edit_meta,请将背景替换为城市天际线。,Background,无修改物体,,
edit_745,image_edit_magic_data/image_745.png,replace the background with a dog park,image_edit_meta,请将背景替换为狗狗公园。,Background,无修改物体,,
edit_746,image_edit_magic_data/image_746.png,make the background a beach,image_edit_meta,将背景设为海滩,Background,无修改物体,,
edit_747,image_edit_magic_data/image_747.png,set the background to beach,image_edit_meta,将背景设置为海滩,Background,无修改物体,,
edit_748,image_edit_magic_data/image_748.png,turn rice field into beach,image_edit_meta,把稻田变成海滩,Global,稻田,,
edit_749,image_edit_magic_data/image_749.png,make the daughters into sons,image_edit_meta,把女儿变成儿子,Local,女儿,,
edit_750,image_edit_magic_data/image_750.png,transform tree into cactus,image_edit_meta,将树变成仙人掌。,Local,树,,
edit_751,image_edit_magic_data/image_751.png,have the pen be made of candy.,image_edit_meta,请把笔做成糖果的。,Local,笔,,
edit_752,image_edit_magic_data/image_752.png,make him have short hair,image_edit_meta,让他留短发,Local,头发,,
edit_753,image_edit_magic_data/image_753.png,turn puppy into kitten,image_edit_meta,将小狗变成小猫,Local,小狗,,
edit_754,image_edit_magic_data/image_754.png,make them look like they're from the 1920s,image_edit_meta,让他们看起来像是来自1920年代。,Global,无修改物体,,
edit_755,image_edit_magic_data/image_755.png,replace vineyards with wheat fields,image_edit_meta,将葡萄园替换为麦田,Local,葡萄园,,
edit_756,image_edit_magic_data/image_756.png,replace the bar with a beach,image_edit_meta,把酒吧换成海滩,Local,酒吧,,
edit_757,image_edit_magic_data/image_757.png,replace grapes with broccoli,image_edit_meta,请将葡萄换成西兰花。,Local,葡萄,,
edit_758,image_edit_magic_data/image_758.png,make her hair black,image_edit_meta,把她的头发染成黑色。,Local,头发,,
edit_759,image_edit_magic_data/image_759.png,have him to wear a suit instead of hat and tattoo,image_edit_meta,请让他穿西装而不是戴帽子和纹身。,Local,帽子和纹身,,
edit_760,image_edit_magic_data/image_760.png,make the cup into a mug.,image_edit_meta,把杯子做成马克杯。,Local,杯子,,
edit_761,image_edit_magic_data/image_761.png,switch dog with cat,image_edit_meta,将狗换成猫。,Local,狗,,
edit_762,image_edit_magic_data/image_762.png,turn soldiers into animals,image_edit_meta,将士兵变成动物,Local,士兵,,
edit_763,image_edit_magic_data/image_763.png,change men to women.,image_edit_meta,将男性改为女性。,Local,男性,,
edit_764,image_edit_magic_data/image_764.png,switch corset to jacket,image_edit_meta,将紧身胸衣转换成夹克,Local,紧身胸衣,,
edit_765,image_edit_magic_data/image_765.png,replace canoes with spaceships,image_edit_meta,将独木舟替换为宇宙飞船,Local,独木舟,,
edit_766,image_edit_magic_data/image_766.png,give him a mohawk.,image_edit_meta,给他理个莫西干发型。,Local,头发,,
edit_767,image_edit_magic_data/image_767.png,convert boy to girl,image_edit_meta,将男孩转换为女孩,Local,男孩,,
edit_768,image_edit_magic_data/image_768.png,change city to beach,image_edit_meta,改变城市到海滩,Background,无修改物体,,
edit_769,image_edit_magic_data/image_769.png,replace girl with boy,image_edit_meta,将女孩替换为男孩,Local,女孩,,
edit_770,image_edit_magic_data/image_770.png,change glasses to sunglasses,image_edit_meta,将眼镜换成太阳镜。,Local,眼睛,,
edit_771,image_edit_magic_data/image_771.png,make the pancakes look like pizza,image_edit_meta,让煎饼看起来像披萨。,Local,煎饼,,
edit_772,image_edit_magic_data/image_772.png,change the saree to a modern dress,image_edit_meta,将衣服改成现代连衣裙,Local,衣服,,
edit_773,image_edit_magic_data/image_773.png,replace boy with a seal,image_edit_meta,将男孩替换为海豹,Local,男孩,,
edit_774,image_edit_magic_data/image_774.png,switch wooden plate to a white plate,image_edit_meta,将木制盘子换成白色盘子,Local,木制盘子,,
edit_775,image_edit_magic_data/image_775.png,replace lamb with beef,image_edit_meta,将羊肉换成牛肉,Local,羊肉,,
edit_776,image_edit_magic_data/image_776.png,colorize the photo,image_edit_meta,将照片彩色化,Global,无修改物体,,
edit_777,image_edit_magic_data/image_777.png,replace the girl's clothes with a traditional greek dress,image_edit_meta,请将女孩的衣服换成传统的希腊长裙。,Local,女孩的衣服,,
edit_778,image_edit_magic_data/image_778.png,colorize the uniform,image_edit_meta,将制服着色,Local,制服,,
edit_779,image_edit_magic_data/image_779.png,paint the cookies rainbow,image_edit_meta,将饼干涂成彩虹色,Local,饼干,,
edit_780,image_edit_magic_data/image_780.png,paint the tree blue,image_edit_meta,把树涂成蓝色。,Local,树,,
edit_781,image_edit_magic_data/image_781.png,remove the beard,image_edit_meta,剃掉胡须,Remove,胡须,,
edit_782,image_edit_magic_data/image_782.png,make her eyes green,image_edit_meta,让她的的眼睛变成绿色。,Local,她的眼睛,,
edit_783,image_edit_magic_data/image_783.png,make the raincoat bright yellow,image_edit_meta,请把雨衣做成鲜黄色。,Local,雨衣,,
edit_784,image_edit_magic_data/image_784.png,make the braids blonde,image_edit_meta,把辫子染成金色。,Local,辫子,,
edit_785,image_edit_magic_data/image_785.png,make the pocket watch silver,image_edit_meta,将怀表制成银色。,Local,怀表,,
edit_786,image_edit_magic_data/image_786.png,change the coat to a dress,image_edit_meta,把大衣换成连衣裙,Local,大衣,,
edit_787,image_edit_magic_data/image_787.png,cover the girls with a coat of glitter,image_edit_meta,用一层闪光粉覆盖女孩们,Addition,无修改物体,,
edit_788,image_edit_magic_data/image_788.png,cover the house with vines,image_edit_meta,用藤蔓覆盖房子,Addition,无修改物体,,
edit_789,image_edit_magic_data/image_789.png,make their t-shirts green,image_edit_meta,请把他们的T恤做成绿色。,Local,T恤,,
edit_790,image_edit_magic_data/image_790.png,make the buttons gold,image_edit_meta,将按钮变为金色。,Local,按钮,,
edit_791,image_edit_magic_data/image_791.png,change the car to a modern one,image_edit_meta,把汽车换成现代款式的,Local,汽车,,
edit_792,image_edit_magic_data/image_792.png,paint the hair blue,image_edit_meta,把头发染成蓝色,Local,头发,,
edit_793,image_edit_magic_data/image_793.png,paint the women's outfits bright colors,image_edit_meta,将女性的服装涂成鲜艳的颜色。,Local,女性的服装,,
edit_794,image_edit_magic_data/image_794.png,make the man smile,image_edit_meta,让那个男人笑。,Local,男人,,
edit_795,image_edit_magic_data/image_795.png,make the tracksuit blue,image_edit_meta,请将运动服做成蓝色。,Local,运动服,,
edit_796,image_edit_magic_data/image_796.png,replace the girl's hair with a rainbow,image_edit_meta,请将女孩的头发变为彩虹色。,Local,女孩的头发,,
edit_797,image_edit_magic_data/image_797.png,make his horns bigger,image_edit_meta,让他的角变大,Local,角,,
edit_798,image_edit_magic_data/image_798.png,replace the mop with a rainbow,image_edit_meta,拖把替换为彩虹色,Local,拖把,,
edit_799,image_edit_magic_data/image_799.png,cover the monk's robe with a colorful pattern,image_edit_meta,用彩色图案覆盖僧袍,Local,僧袍,,
edit_800,image_edit_magic_data/image_800.png,make the fur coat into a cape,image_edit_meta,将皮草外套改制成斗篷。,Local,皮草外套,,
edit_801,image_edit_magic_data/image_801.png,cover the Christmas tree with glitter,image_edit_meta,用闪光片装饰圣诞树,Addition,无修改物体,,
edit_802,image_edit_magic_data/image_802.png,replace the cat with a dog,image_edit_meta,请将猫换成狗。,Local,猫,,
edit_803,image_edit_magic_data/image_803.png,make the gorilla and lion disappear,image_edit_meta,让大猩猩和狮子消失,Remove,大猩猩，狮子,,
edit_804,image_edit_magic_data/image_804.png,color the leaves blue,image_edit_meta,将树叶涂成蓝色。,Local,树叶,,
edit_805,image_edit_magic_data/image_805.png,make her blouse red,image_edit_meta,把她的上衣变成红色。,Local,上衣,,
edit_806,image_edit_magic_data/image_806.png,get rid of the dogs,image_edit_meta,请把狗赶走。,Remove,狗,,
edit_807,image_edit_magic_data/image_807.png,get rid of the smoke and bokeh,image_edit_meta,去除烟雾和焦外成像,Global,无修改物体,,
edit_808,image_edit_magic_data/image_808.png,replace the headphones with a pair of wings,image_edit_meta,用一对翅膀替换耳机。,Local,耳机,,
edit_809,image_edit_magic_data/image_809.png,make her lips bright red.,image_edit_meta,把她的嘴唇涂成鲜红色。,Local,嘴唇,,
edit_810,image_edit_magic_data/image_810.png,make the balloons silver,image_edit_meta,请把气球做成银色。,Local,气球,,
edit_811,image_edit_magic_data/image_811.png,make the backpack red,image_edit_meta,请把背包变成红色。,Local,背包,,
edit_812,image_edit_magic_data/image_812.png,cover the wheelchair with flowers,image_edit_meta,用鲜花装饰轮椅,Addition,无修改物体,,
edit_813,image_edit_magic_data/image_813.png,change the dresses to black and white,image_edit_meta,将裙子换成黑白两色。,Local,裙子,,
edit_814,image_edit_magic_data/image_814.png,fill the room with water,image_edit_meta,请将房间注满水。,Addition,无修改物体,,
edit_815,image_edit_magic_data/image_815.png,color the girl's hair and eyes with similar shades of blue,image_edit_meta,用相似的蓝色给女孩的头发和眼睛上色。,Local,女孩的头发和眼睛,,
edit_816,image_edit_magic_data/image_816.png,make the sofa green,image_edit_meta,把沙发变成绿色。,Local,沙发,,
edit_817,image_edit_magic_data/image_817.png,paint her short hair blue,image_edit_meta,把她的短发染成蓝色。,Local,她的短发,,
edit_818,image_edit_magic_data/image_818.png,put a red coat on the girl,image_edit_meta,请给女孩穿上红色的外套。,Addition,无修改物体,,
edit_819,image_edit_magic_data/image_819.png,paint the girl's shirt blue,image_edit_meta,把女孩的衬衫涂成蓝色。,Local,女孩的衬衫,,
edit_820,image_edit_magic_data/image_820.png,change the color of the wig to blue,image_edit_meta,将假发的颜色改为蓝色。,Local,假发,,
edit_821,image_edit_magic_data/image_821.png,make her dress green,image_edit_meta,把她的裙子染成绿色。,Local,裙子,,
edit_822,image_edit_magic_data/image_822.png,cover the church with gold,image_edit_meta,将教堂覆盖上金子,Addition,无修改物体,,
edit_823,image_edit_magic_data/image_823.png,color the fruit juice bright pink,image_edit_meta,将果汁染成鲜艳的粉红色。,Local,果汁,,
edit_824,image_edit_magic_data/image_824.png,make the bottle and booties blue,image_edit_meta,请把瓶子和小靴子做成蓝色的。,Local,瓶子，小靴子,,
edit_825,image_edit_magic_data/image_825.png,make the leaf green,image_edit_meta,使叶子变绿,Local,叶子,,
edit_826,image_edit_magic_data/image_826.png,make the doll's suit red,image_edit_meta,请把娃娃的衣服做成红色。,Local,娃娃的衣服,,
edit_827,image_edit_magic_data/image_827.png,place a vase on the table,image_edit_meta,在桌子上放一个花瓶。,Addition,无修改物体,,
edit_828,image_edit_magic_data/image_828.png,coat the girl's lips with glitter,image_edit_meta,用闪光粉涂女孩的嘴唇,Local,女孩的嘴唇,,
edit_829,image_edit_magic_data/image_829.png,dye the hair purple,image_edit_meta,把头发染成紫色。,Local,头发,,
edit_830,image_edit_magic_data/image_830.png,make the credit card gold,image_edit_meta,将信用卡升级为金卡,Local,信用卡,,
edit_831,image_edit_magic_data/image_831.png,make the horse's fur pink,image_edit_meta,把马的毛发染成粉色。,Local,马的毛发,,
edit_832,image_edit_magic_data/image_832.png,replace the night club with a beach,image_edit_meta,将夜总会替换为海滩。,Background,无修改物体,,
edit_833,image_edit_magic_data/image_833.png,fill the pool with juice,image_edit_meta,请把游泳池里装满果汁。,Addition,无修改物体,,
edit_834,image_edit_magic_data/image_834.png,cover the picture with glitter,image_edit_meta,用亮片覆盖图片,Global,无修改物体,,
edit_835,image_edit_magic_data/image_835.png,paint the woman's jacket and scarf green,image_edit_meta,将女士的夹克和围巾涂成绿色。,Local,女士的夹克，围巾,,
edit_836,image_edit_magic_data/image_836.png,make the flower green,image_edit_meta,把花变成绿色。,Local,花,,
edit_837,image_edit_magic_data/image_837.png,paint the dress blue,image_edit_meta,把裙子涂成蓝色。,Local,裙子,,
edit_838,image_edit_magic_data/image_838.png,make her hair straight,image_edit_meta,把她的头发拉直,Local,头发,,
edit_839,image_edit_magic_data/image_839.png,dye the flag blue,image_edit_meta,把旗子染成蓝色。,Local,旗子,,
edit_840,image_edit_magic_data/image_840.png,remove the red lips and freckles,image_edit_meta,请去掉红唇和雀斑。,Remove,红唇和雀斑,,
edit_841,image_edit_magic_data/image_841.png,remove the veil,image_edit_meta,揭开面纱,Remove,面纱,,
edit_842,image_edit_magic_data/image_842.png,remove the dog,image_edit_meta,把狗弄走,Remove,狗,,
edit_843,image_edit_magic_data/image_843.png,get rid of the car,image_edit_meta,处理掉汽车,Remove,汽车,,
