id,instruction_target_image,instruction_prompt,source
edit_708,image_edit_magic_data/image_708.png,get rid of the bouquet,image_edit_meta
edit_709,image_edit_magic_data/image_709.png,remove the jewellery and traditional makeup,image_edit_meta
edit_710,image_edit_magic_data/image_710.png,remove the coffee mug,image_edit_meta
edit_711,image_edit_magic_data/image_711.png,swap the background to a luxury yacht,image_edit_meta
edit_712,image_edit_magic_data/image_712.png,make the background a luxury pet spa,image_edit_meta
edit_713,image_edit_magic_data/image_713.png,change the background to a beach,image_edit_meta
edit_714,image_edit_magic_data/image_714.png,change background to futuristic cityscape,image_edit_meta
edit_715,image_edit_magic_data/image_715.png,Replace the background with a cityscape at sunset,image_edit_meta
edit_716,image_edit_magic_data/image_716.png,create a studio background,image_edit_meta
edit_717,image_edit_magic_data/image_717.png,set the background to sunset,image_edit_meta
edit_718,image_edit_magic_data/image_718.png,change the background to beach,image_edit_meta
edit_719,image_edit_magic_data/image_719.png,change the background to Taj Mahal,image_edit_meta
edit_720,image_edit_magic_data/image_720.png,transform the background into a modern office space,image_edit_meta
edit_721,image_edit_magic_data/image_721.png,change the background to a modern cityscape,image_edit_meta
edit_722,image_edit_magic_data/image_722.png,replace the background with a luxury mansion,image_edit_meta
edit_723,image_edit_magic_data/image_723.png,change the background to cityscape,image_edit_meta
edit_724,image_edit_magic_data/image_724.png,convert the background into a magical forest,image_edit_meta
edit_725,image_edit_magic_data/image_725.png,alter the background to tropical island,image_edit_meta
edit_726,image_edit_magic_data/image_726.png,make the background souk,image_edit_meta
edit_727,image_edit_magic_data/image_727.png,make the background galaxy,image_edit_meta
edit_728,image_edit_magic_data/image_728.png,alter the background to a luxurious villa,image_edit_meta
edit_729,image_edit_magic_data/image_729.png,use a starry night sky as the background,image_edit_meta
edit_730,image_edit_magic_data/image_730.png,change the background to amusement park,image_edit_meta
edit_731,image_edit_magic_data/image_731.png,set the background to Taj Mahal,image_edit_meta
edit_732,image_edit_magic_data/image_732.png,change the background to a bustling city street,image_edit_meta
edit_733,image_edit_magic_data/image_733.png,change background to mountain,image_edit_meta
edit_734,image_edit_magic_data/image_734.png,add a cityscape background,image_edit_meta
edit_735,image_edit_magic_data/image_735.png,shift the background to a trendy boutique hotel lobby,image_edit_meta
edit_736,image_edit_magic_data/image_736.png,make the background a cityscape at sunset,image_edit_meta
edit_737,image_edit_magic_data/image_737.png,replace the background with a luxury car showroom,image_edit_meta
edit_738,image_edit_magic_data/image_738.png,use a beach as the background,image_edit_meta
edit_739,image_edit_magic_data/image_739.png,transform the background into a peaceful meadow,image_edit_meta
edit_740,image_edit_magic_data/image_740.png,update the background to a winter wonderland,image_edit_meta
edit_741,image_edit_magic_data/image_741.png,alter the background to cityscape,image_edit_meta
edit_742,image_edit_magic_data/image_742.png,modify the background to beach at sunset,image_edit_meta
edit_743,image_edit_magic_data/image_743.png,swap the background to library,image_edit_meta
edit_744,image_edit_magic_data/image_744.png,replace the background with a city skyline,image_edit_meta
edit_745,image_edit_magic_data/image_745.png,replace the background with a dog park,image_edit_meta
edit_746,image_edit_magic_data/image_746.png,make the background a beach,image_edit_meta
edit_747,image_edit_magic_data/image_747.png,set the background to beach,image_edit_meta
edit_748,image_edit_magic_data/image_748.png,turn rice field into beach,image_edit_meta
edit_749,image_edit_magic_data/image_749.png,make the daughters into sons,image_edit_meta
edit_750,image_edit_magic_data/image_750.png,transform tree into cactus,image_edit_meta
edit_751,image_edit_magic_data/image_751.png,have the pen be made of candy.,image_edit_meta
edit_752,image_edit_magic_data/image_752.png,make him have short hair,image_edit_meta
edit_753,image_edit_magic_data/image_753.png,turn puppy into kitten,image_edit_meta
edit_754,image_edit_magic_data/image_754.png,make them look like they're from the 1920s,image_edit_meta
edit_755,image_edit_magic_data/image_755.png,replace vineyards with wheat fields,image_edit_meta
edit_756,image_edit_magic_data/image_756.png,replace the bar with a beach,image_edit_meta
edit_757,image_edit_magic_data/image_757.png,replace grapes with broccoli,image_edit_meta
edit_758,image_edit_magic_data/image_758.png,make her hair black,image_edit_meta
edit_759,image_edit_magic_data/image_759.png,have him to wear a suit instead of hat and tattoo,image_edit_meta
edit_760,image_edit_magic_data/image_760.png,make the cup into a mug.,image_edit_meta
edit_761,image_edit_magic_data/image_761.png,switch dog with cat,image_edit_meta
edit_762,image_edit_magic_data/image_762.png,turn soldiers into animals,image_edit_meta
edit_763,image_edit_magic_data/image_763.png,change men to women.,image_edit_meta
edit_764,image_edit_magic_data/image_764.png,switch corset to jacket,image_edit_meta
edit_765,image_edit_magic_data/image_765.png,replace canoes with spaceships,image_edit_meta
edit_766,image_edit_magic_data/image_766.png,give him a mohawk.,image_edit_meta
edit_767,image_edit_magic_data/image_767.png,convert boy to girl,image_edit_meta
edit_768,image_edit_magic_data/image_768.png,change city to beach,image_edit_meta
edit_769,image_edit_magic_data/image_769.png,replace girl with boy,image_edit_meta
edit_770,image_edit_magic_data/image_770.png,change glasses to sunglasses,image_edit_meta
edit_771,image_edit_magic_data/image_771.png,make the pancakes look like pizza,image_edit_meta
edit_772,image_edit_magic_data/image_772.png,change the saree to a modern dress,image_edit_meta
edit_773,image_edit_magic_data/image_773.png,replace boy with a seal,image_edit_meta
edit_774,image_edit_magic_data/image_774.png,switch wooden plate to a white plate,image_edit_meta
edit_775,image_edit_magic_data/image_775.png,replace lamb with beef,image_edit_meta
edit_776,image_edit_magic_data/image_776.png,colorize the photo,image_edit_meta
edit_777,image_edit_magic_data/image_777.png,replace the girl's clothes with a traditional greek dress,image_edit_meta
edit_778,image_edit_magic_data/image_778.png,colorize the uniform,image_edit_meta
edit_779,image_edit_magic_data/image_779.png,paint the cookies rainbow,image_edit_meta
edit_780,image_edit_magic_data/image_780.png,paint the tree blue,image_edit_meta
edit_781,image_edit_magic_data/image_781.png,remove the beard,image_edit_meta
edit_782,image_edit_magic_data/image_782.png,make her eyes green,image_edit_meta
edit_783,image_edit_magic_data/image_783.png,make the raincoat bright yellow,image_edit_meta
edit_784,image_edit_magic_data/image_784.png,make the braids blonde,image_edit_meta
edit_785,image_edit_magic_data/image_785.png,make the pocket watch silver,image_edit_meta
edit_786,image_edit_magic_data/image_786.png,change the coat to a dress,image_edit_meta
edit_787,image_edit_magic_data/image_787.png,cover the girls with a coat of glitter,image_edit_meta
edit_788,image_edit_magic_data/image_788.png,cover the house with vines,image_edit_meta
edit_789,image_edit_magic_data/image_789.png,make their t-shirts green,image_edit_meta
edit_790,image_edit_magic_data/image_790.png,make the buttons gold,image_edit_meta
edit_791,image_edit_magic_data/image_791.png,change the car to a modern one,image_edit_meta
edit_792,image_edit_magic_data/image_792.png,paint the hair blue,image_edit_meta
edit_793,image_edit_magic_data/image_793.png,paint the women's outfits bright colors,image_edit_meta
edit_794,image_edit_magic_data/image_794.png,make the man smile,image_edit_meta
edit_795,image_edit_magic_data/image_795.png,make the tracksuit blue,image_edit_meta
edit_796,image_edit_magic_data/image_796.png,replace the girl's hair with a rainbow,image_edit_meta
edit_797,image_edit_magic_data/image_797.png,make his horns bigger,image_edit_meta
edit_798,image_edit_magic_data/image_798.png,replace the mop with a rainbow,image_edit_meta
edit_799,image_edit_magic_data/image_799.png,cover the monk's robe with a colorful pattern,image_edit_meta
edit_800,image_edit_magic_data/image_800.png,make the fur coat into a cape,image_edit_meta
edit_801,image_edit_magic_data/image_801.png,cover the Christmas tree with glitter,image_edit_meta
edit_802,image_edit_magic_data/image_802.png,replace the cat with a dog,image_edit_meta
edit_803,image_edit_magic_data/image_803.png,make the gorilla and lion disappear,image_edit_meta
edit_804,image_edit_magic_data/image_804.png,color the leaves blue,image_edit_meta
edit_805,image_edit_magic_data/image_805.png,make her blouse red,image_edit_meta
edit_806,image_edit_magic_data/image_806.png,get rid of the dogs,image_edit_meta
edit_807,image_edit_magic_data/image_807.png,get rid of the smoke and bokeh,image_edit_meta
edit_808,image_edit_magic_data/image_808.png,replace the headphones with a pair of wings,image_edit_meta
edit_809,image_edit_magic_data/image_809.png,make her lips bright red.,image_edit_meta
edit_810,image_edit_magic_data/image_810.png,make the balloons silver,image_edit_meta
edit_811,image_edit_magic_data/image_811.png,make the backpack red,image_edit_meta
edit_812,image_edit_magic_data/image_812.png,cover the wheelchair with flowers,image_edit_meta
edit_813,image_edit_magic_data/image_813.png,change the dresses to black and white,image_edit_meta
edit_814,image_edit_magic_data/image_814.png,fill the room with water,image_edit_meta
edit_815,image_edit_magic_data/image_815.png,color the girl's hair and eyes with similar shades of blue,image_edit_meta
edit_816,image_edit_magic_data/image_816.png,make the sofa green,image_edit_meta
edit_817,image_edit_magic_data/image_817.png,paint her short hair blue,image_edit_meta
edit_818,image_edit_magic_data/image_818.png,put a red coat on the girl,image_edit_meta
edit_819,image_edit_magic_data/image_819.png,paint the girl's shirt blue,image_edit_meta
edit_820,image_edit_magic_data/image_820.png,change the color of the wig to blue,image_edit_meta
edit_821,image_edit_magic_data/image_821.png,make her dress green,image_edit_meta
edit_822,image_edit_magic_data/image_822.png,cover the church with gold,image_edit_meta
edit_823,image_edit_magic_data/image_823.png,color the fruit juice bright pink,image_edit_meta
edit_824,image_edit_magic_data/image_824.png,make the bottle and booties blue,image_edit_meta
edit_825,image_edit_magic_data/image_825.png,make the leaf green,image_edit_meta
edit_826,image_edit_magic_data/image_826.png,make the doll's suit red,image_edit_meta
edit_827,image_edit_magic_data/image_827.png,place a vase on the table,image_edit_meta
edit_828,image_edit_magic_data/image_828.png,coat the girl's lips with glitter,image_edit_meta
edit_829,image_edit_magic_data/image_829.png,dye the hair purple,image_edit_meta
edit_830,image_edit_magic_data/image_830.png,make the credit card gold,image_edit_meta
edit_831,image_edit_magic_data/image_831.png,make the horse's fur pink,image_edit_meta
edit_832,image_edit_magic_data/image_832.png,replace the night club with a beach,image_edit_meta
edit_833,image_edit_magic_data/image_833.png,fill the pool with juice,image_edit_meta
edit_834,image_edit_magic_data/image_834.png,cover the picture with glitter,image_edit_meta
edit_835,image_edit_magic_data/image_835.png,paint the woman's jacket and scarf green,image_edit_meta
edit_836,image_edit_magic_data/image_836.png,make the flower green,image_edit_meta
edit_837,image_edit_magic_data/image_837.png,paint the dress blue,image_edit_meta
edit_838,image_edit_magic_data/image_838.png,make her hair straight,image_edit_meta
edit_839,image_edit_magic_data/image_839.png,dye the flag blue,image_edit_meta
edit_840,image_edit_magic_data/image_840.png,remove the red lips and freckles,image_edit_meta
edit_841,image_edit_magic_data/image_841.png,remove the veil,image_edit_meta
edit_842,image_edit_magic_data/image_842.png,remove the dog,image_edit_meta
edit_843,image_edit_magic_data/image_843.png,get rid of the car,image_edit_meta
edit_844,image_edit_magic_data/image_844.png,make the dog a cat,image_edit_meta
edit_845,image_edit_magic_data/image_845.png,replace the girl with a boy,image_edit_meta
edit_846,image_edit_magic_data/image_846.png,cover the unicorns with glitter,image_edit_meta
edit_847,image_edit_magic_data/image_847.png,coat the girl in a yellow jacket,image_edit_meta
edit_848,image_edit_magic_data/image_848.png,put a golden crown on the woman's head,image_edit_meta
edit_849,image_edit_magic_data/image_849.png,make her clothes orange,image_edit_meta
edit_850,image_edit_magic_data/image_850.png,replace the cathedral with a giant pineapple,image_edit_meta
edit_851,image_edit_magic_data/image_851.png,make the suit sparkly,image_edit_meta
edit_852,image_edit_magic_data/image_852.png,make the car pink,image_edit_meta
edit_853,image_edit_magic_data/image_853.png,change her shirt to green,image_edit_meta
edit_854,image_edit_magic_data/image_854.png,color the mirror frame gold,image_edit_meta
edit_855,image_edit_magic_data/image_855.png,change the sari to a modern dress,image_edit_meta
edit_856,image_edit_magic_data/image_856.png,paint the woman's shirt purple,image_edit_meta
edit_857,image_edit_magic_data/image_857.png,color the blanket orange,image_edit_meta
edit_858,image_edit_magic_data/image_858.png,colorize the woman's face with a golden tone,image_edit_meta
edit_859,image_edit_magic_data/image_859.png,dye her hair a vibrant purple,image_edit_meta
edit_860,image_edit_magic_data/image_860.png,cover the girl with a veil,image_edit_meta
edit_861,image_edit_magic_data/image_861.png,fill the glasses with candy canes,image_edit_meta
edit_862,image_edit_magic_data/image_862.png,make the woman's hair blonde,image_edit_meta
edit_863,image_edit_magic_data/image_863.png,fill the couple's clothes with polka dots,image_edit_meta
edit_864,image_edit_magic_data/image_864.png,make him smile,image_edit_meta
edit_865,image_edit_magic_data/image_865.png,make the cake pink,image_edit_meta
edit_866,image_edit_magic_data/image_866.png,add a Santa hat to the man,image_edit_meta
edit_867,image_edit_magic_data/image_867.png,remove the bird,image_edit_meta
edit_868,image_edit_magic_data/image_868.png,get rid of the blue stripe,image_edit_meta
edit_869,image_edit_magic_data/image_869.png,get rid of the tattoos,image_edit_meta
edit_870,image_edit_magic_data/image_870.png,remove one of the women,image_edit_meta
edit_871,image_edit_magic_data/image_871.png,remove the statue,image_edit_meta
edit_872,image_edit_magic_data/image_872.png,remove the cat,image_edit_meta
edit_873,image_edit_magic_data/image_873.png,remove the water bottle,image_edit_meta
edit_874,image_edit_magic_data/image_874.png,remove the beard and the cap,image_edit_meta
edit_875,image_edit_magic_data/image_875.png,remove the cockatiel,image_edit_meta
edit_876,image_edit_magic_data/image_876.png,get rid of the flower,image_edit_meta
edit_877,image_edit_magic_data/image_877.png,without the village,image_edit_meta
edit_878,image_edit_magic_data/image_878.png,get rid of the painting,image_edit_meta
edit_879,image_edit_magic_data/image_879.png,remove the sunglasses and the glass of whiskey,image_edit_meta
edit_880,image_edit_magic_data/image_880.png,get rid of the robot,image_edit_meta
edit_881,image_edit_magic_data/image_881.png,remove the yellow sneakers,image_edit_meta
edit_882,image_edit_magic_data/image_882.png,remove the red coat,image_edit_meta
edit_883,image_edit_magic_data/image_883.png,eliminate the dragon,image_edit_meta
edit_884,image_edit_magic_data/image_884.png,remove the sunset,image_edit_meta
edit_885,image_edit_magic_data/image_885.png,get rid of the car,image_edit_meta
edit_886,image_edit_magic_data/image_886.png,remove the bow,image_edit_meta
edit_887,image_edit_magic_data/image_887.png,remove the dog,image_edit_meta
edit_888,image_edit_magic_data/image_888.png,erase the face masks,image_edit_meta
edit_889,image_edit_magic_data/image_889.png,remove the barn owl,image_edit_meta
edit_890,image_edit_magic_data/image_890.png,remove the bun and the picnic,image_edit_meta
edit_891,image_edit_magic_data/image_891.png,get rid of the young man,image_edit_meta
edit_892,image_edit_magic_data/image_892.png,remove the jacket,image_edit_meta
edit_893,image_edit_magic_data/image_893.png,without the glasses,image_edit_meta
edit_894,image_edit_magic_data/image_894.png,remove the Pomeranian,image_edit_meta
edit_895,image_edit_magic_data/image_895.png,remove the mango salsa,image_edit_meta
edit_896,image_edit_magic_data/image_896.png,remove the male,image_edit_meta
edit_897,image_edit_magic_data/image_897.png,remove the shoes,image_edit_meta
edit_898,image_edit_magic_data/image_898.png,get rid of the woman's long blond hair,image_edit_meta
edit_899,image_edit_magic_data/image_899.png,cover her with a blanket,image_edit_meta
edit_900,image_edit_magic_data/image_900.png,paint the pendant gold,image_edit_meta
edit_901,image_edit_magic_data/image_901.png,make her hair long,image_edit_meta
edit_902,image_edit_magic_data/image_902.png,change the horns to wings,image_edit_meta
edit_903,image_edit_magic_data/image_903.png,make the skirt purple,image_edit_meta
edit_904,image_edit_magic_data/image_904.png,replace the turban with a crown,image_edit_meta
edit_905,image_edit_magic_data/image_905.png,give the man a superhero cape.,image_edit_meta
edit_906,image_edit_magic_data/image_906.png,make her top bright pink,image_edit_meta
edit_907,image_edit_magic_data/image_907.png,add a big smile on each girl's face,image_edit_meta
edit_908,image_edit_magic_data/image_908.png,make the man's hair green,image_edit_meta
edit_909,image_edit_magic_data/image_909.png,dye the hair blonde,image_edit_meta
edit_910,image_edit_magic_data/image_910.png,make her hair long,image_edit_meta
edit_911,image_edit_magic_data/image_911.png,change the color of the shirt to green,image_edit_meta
edit_912,image_edit_magic_data/image_912.png,color the window blue,image_edit_meta
edit_913,image_edit_magic_data/image_913.png,make the dress green,image_edit_meta
edit_914,image_edit_magic_data/image_914.png,make the young man's shorts neon green,image_edit_meta
edit_915,image_edit_magic_data/image_915.png,replace diamonds with rubies,image_edit_meta
edit_916,image_edit_magic_data/image_916.png,paint her shirt green,image_edit_meta
edit_917,image_edit_magic_data/image_917.png,replace mango with strawberry,image_edit_meta
edit_918,image_edit_magic_data/image_918.png,paint the workers' vests neon green,image_edit_meta
edit_919,image_edit_magic_data/image_919.png,replace the bunny dolls with real bunnies,image_edit_meta
edit_920,image_edit_magic_data/image_920.png,make the waterfall green.,image_edit_meta
edit_921,image_edit_magic_data/image_921.png,paint the foundation blue,image_edit_meta
edit_922,image_edit_magic_data/image_922.png,paint the woman's hair blue,image_edit_meta
edit_923,image_edit_magic_data/image_923.png,replace the young woman with a potato,image_edit_meta
edit_924,image_edit_magic_data/image_924.png,replace the pickled plum with a slice of pizza,image_edit_meta
edit_925,image_edit_magic_data/image_925.png,make the dress pink,image_edit_meta
edit_926,image_edit_magic_data/image_926.png,dye the dog's fur blue,image_edit_meta
edit_927,image_edit_magic_data/image_927.png,fill the man's hoodie and hat with blue,image_edit_meta
edit_928,image_edit_magic_data/image_928.png,cover the woman with a colorful scarf,image_edit_meta
edit_929,image_edit_magic_data/image_929.png,sprinkle the teddy bear with glitter,image_edit_meta
edit_930,image_edit_magic_data/image_930.png,paint the cabriolet pink,image_edit_meta
edit_931,image_edit_magic_data/image_931.png,make the fairy's wings sparkly,image_edit_meta
edit_932,image_edit_magic_data/image_932.png,make the soccer ball blue,image_edit_meta
edit_933,image_edit_magic_data/image_933.png,fill the plants with colorful flowers,image_edit_meta
edit_934,image_edit_magic_data/image_934.png,color the book red,image_edit_meta
edit_935,image_edit_magic_data/image_935.png,replace the backpack with a fishing rod,image_edit_meta
edit_936,image_edit_magic_data/image_936.png,put a coat on the girl,image_edit_meta
edit_937,image_edit_magic_data/image_937.png,cover the french bulldog with confetti,image_edit_meta
edit_938,image_edit_magic_data/image_938.png,make the stroller golden,image_edit_meta
edit_939,image_edit_magic_data/image_939.png,fill his shirt with rainbow colors,image_edit_meta
edit_940,image_edit_magic_data/image_940.png,make the man's jacket red,image_edit_meta
edit_941,image_edit_magic_data/image_941.png,replace the door with a modern one,image_edit_meta
edit_942,image_edit_magic_data/image_942.png,make her outfit pink,image_edit_meta
edit_943,image_edit_magic_data/image_943.png,replace the lettuce with kale,image_edit_meta
edit_944,image_edit_magic_data/image_944.png,colorize the portrait,image_edit_meta
edit_945,image_edit_magic_data/image_945.png,paint the wine green,image_edit_meta
edit_946,image_edit_magic_data/image_946.png,dye the dreadlocks blonde,image_edit_meta
edit_947,image_edit_magic_data/image_947.png,paint the woman's dress purple,image_edit_meta
edit_948,image_edit_magic_data/image_948.png,adorn the woman with gold jewelry,image_edit_meta
edit_949,image_edit_magic_data/image_949.png,make the forest pink,image_edit_meta
edit_950,image_edit_magic_data/image_950.png,make the dress blue,image_edit_meta
edit_951,image_edit_magic_data/image_951.png,make the girl's bodysuit red,image_edit_meta
edit_952,image_edit_magic_data/image_952.png,paint her dress green,image_edit_meta
edit_953,image_edit_magic_data/image_953.png,paint the swimsuit red,image_edit_meta
edit_954,image_edit_magic_data/image_954.png,change the table to a tree,image_edit_meta
edit_955,image_edit_magic_data/image_955.png,give the kid a mohawk,image_edit_meta
edit_956,image_edit_magic_data/image_956.png,change the skirt to a rainbow color,image_edit_meta
edit_957,image_edit_magic_data/image_957.png,dye the bench green,image_edit_meta
edit_958,image_edit_magic_data/image_958.png,colorize the photo,image_edit_meta
edit_959,image_edit_magic_data/image_959.png,make the mother and son's skin blue,image_edit_meta
edit_960,image_edit_magic_data/image_960.png,make the jacket sparkly,image_edit_meta
edit_961,image_edit_magic_data/image_961.png,paint their coats golden.,image_edit_meta
edit_962,image_edit_magic_data/image_962.png,change the dress to yellow,image_edit_meta
edit_963,image_edit_magic_data/image_963.png,make her dress pink,image_edit_meta
edit_964,image_edit_magic_data/image_964.png,replace nightwear with pajamas,image_edit_meta
edit_965,image_edit_magic_data/image_965.png,make her hair curly,image_edit_meta
edit_966,image_edit_magic_data/image_966.png,fill their t-shirts with rainbow colors,image_edit_meta
edit_967,image_edit_magic_data/image_967.png,replace the book with a laptop,image_edit_meta
edit_968,image_edit_magic_data/image_968.png,cover the girl's hair with flowers,image_edit_meta
edit_969,image_edit_magic_data/image_969.png,change the girl's hair to red,image_edit_meta
edit_970,image_edit_magic_data/image_970.png,make the mask a superhero mask,image_edit_meta
edit_971,image_edit_magic_data/image_971.png,make her coat blue,image_edit_meta
edit_972,image_edit_magic_data/image_972.png,dye the costume pink,image_edit_meta
edit_973,image_edit_magic_data/image_973.png,color the guitar red,image_edit_meta
edit_974,image_edit_magic_data/image_974.png,replace the ball with a globe,image_edit_meta
edit_975,image_edit_magic_data/image_975.png,replace the brown pants with black pants,image_edit_meta
edit_976,image_edit_magic_data/image_976.png,replace bacon with sausage,image_edit_meta
edit_977,image_edit_magic_data/image_977.png,cover the vase with rainbow stripes,image_edit_meta
edit_978,image_edit_magic_data/image_978.png,make the dress pink,image_edit_meta
edit_979,image_edit_magic_data/image_979.png,paint the cupcakes green,image_edit_meta
edit_980,image_edit_magic_data/image_980.png,make the coat golden.,image_edit_meta
edit_981,image_edit_magic_data/image_981.png,paint the trekker's jacket blue,image_edit_meta
edit_982,image_edit_magic_data/image_982.png,dye the hair pink,image_edit_meta
edit_983,image_edit_magic_data/image_983.png,make them smile,image_edit_meta
edit_984,image_edit_magic_data/image_984.png,make the mother's dress blue,image_edit_meta
edit_985,image_edit_magic_data/image_985.png,make the foliage pink,image_edit_meta
edit_986,image_edit_magic_data/image_986.png,dye the dress pink,image_edit_meta
edit_987,image_edit_magic_data/image_987.png,fill the monkey's fur with purple,image_edit_meta
edit_988,image_edit_magic_data/image_988.png,paint the plate blue,image_edit_meta
edit_989,image_edit_magic_data/image_989.png,fill the trophy with glitter,image_edit_meta
edit_990,image_edit_magic_data/image_990.png,replace the girl's dress with a modern outfit,image_edit_meta
edit_991,image_edit_magic_data/image_991.png,paint the vegetables in a rainbow of colors,image_edit_meta
edit_992,image_edit_magic_data/image_992.png,paint the robots pink,image_edit_meta
edit_993,image_edit_magic_data/image_993.png,make his shirt pink,image_edit_meta
edit_994,image_edit_magic_data/image_994.png,change the girl's dress to black,image_edit_meta
edit_995,image_edit_magic_data/image_995.png,dye the girl's jacket red,image_edit_meta
edit_996,image_edit_magic_data/image_996.png,replace the flowers with butterflies,image_edit_meta
edit_997,image_edit_magic_data/image_997.png,replace the sword with a paintbrush,image_edit_meta
edit_998,image_edit_magic_data/image_998.png,dye the dog's fur blue,image_edit_meta
edit_999,image_edit_magic_data/image_999.png,paint the girl's dress black,image_edit_meta
edit_1000,image_edit_magic_data/image_1000.png,make the train green,image_edit_meta
edit_1001,image_edit_magic_data/image_1001.png,make the bread a sandwich,image_edit_meta
edit_1002,image_edit_magic_data/image_1002.png,replace the woman's hair with a ponytail,image_edit_meta
edit_1003,image_edit_magic_data/image_1003.png,cover the tattoo with a band-aid,image_edit_meta
edit_1004,image_edit_magic_data/image_1004.png,change the girl's sword to a paintbrush,image_edit_meta
edit_1005,image_edit_magic_data/image_1005.png,change the color of the festival decorations to purple,image_edit_meta
edit_1006,image_edit_magic_data/image_1006.png,change the suit color to navy blue,image_edit_meta
edit_1007,image_edit_magic_data/image_1007.png,make the girl's hair curly,image_edit_meta
edit_1008,image_edit_magic_data/image_1008.png,dye his hair blonde,image_edit_meta
edit_1009,image_edit_magic_data/image_1009.png,dye the hair blue,image_edit_meta
edit_1010,image_edit_magic_data/image_1010.png,make her dress blue,image_edit_meta
edit_1011,image_edit_magic_data/image_1011.png,make her hair curly,image_edit_meta
edit_1012,image_edit_magic_data/image_1012.png,fill her jacket with flowers.,image_edit_meta
edit_1013,image_edit_magic_data/image_1013.png,paint the man's clothes orange,image_edit_meta
edit_1014,image_edit_magic_data/image_1014.png,make the dress sparkly,image_edit_meta
edit_1015,image_edit_magic_data/image_1015.png,make the toy car pink,image_edit_meta
edit_1016,image_edit_magic_data/image_1016.png,paint her hair blonde,image_edit_meta
edit_1017,image_edit_magic_data/image_1017.png,change their clothes to modern style,image_edit_meta
edit_1018,image_edit_magic_data/image_1018.png,change the dress to purple,image_edit_meta
edit_1019,image_edit_magic_data/image_1019.png,make her coat dark blue,image_edit_meta
edit_1020,image_edit_magic_data/image_1020.png,replace the fish with a giant pizza,image_edit_meta
edit_1021,image_edit_magic_data/image_1021.png,make the silos taller,image_edit_meta
edit_1022,image_edit_magic_data/image_1022.png,make the guitar neon green.,image_edit_meta
edit_1023,image_edit_magic_data/image_1023.png,make one of the women's hair blue,image_edit_meta
edit_1024,image_edit_magic_data/image_1024.png,paint the snow blue,image_edit_meta
edit_1025,image_edit_magic_data/image_1025.png,cover the cupid's wings with glitter,image_edit_meta
edit_1026,image_edit_magic_data/image_1026.png,paint the dress green,image_edit_meta
edit_1027,image_edit_magic_data/image_1027.png,replace the plate with a red plate,image_edit_meta
edit_1028,image_edit_magic_data/image_1028.png,paint the flower yellow,image_edit_meta
edit_1029,image_edit_magic_data/image_1029.png,make her smile bigger.,image_edit_meta
edit_1030,image_edit_magic_data/image_1030.png,paint the houses and churches green,image_edit_meta
edit_1031,image_edit_magic_data/image_1031.png,make the earring sparkle,image_edit_meta
edit_1032,image_edit_magic_data/image_1032.png,make her dress black,image_edit_meta
edit_1033,image_edit_magic_data/image_1033.png,exchange their suits,image_edit_meta
edit_1034,image_edit_magic_data/image_1034.png,knit a scarf for her,image_edit_meta
edit_1035,image_edit_magic_data/image_1035.png,put a crown on the woman,image_edit_meta
edit_1036,image_edit_magic_data/image_1036.png,make the balloons purple,image_edit_meta
edit_1037,image_edit_magic_data/image_1037.png,tan the couple's skin,image_edit_meta
edit_1038,image_edit_magic_data/image_1038.png,make the dress gold,image_edit_meta
edit_1039,image_edit_magic_data/image_1039.png,paint the bag blue,image_edit_meta
edit_1040,image_edit_magic_data/image_1040.png,fill the room with books,image_edit_meta
edit_1041,image_edit_magic_data/image_1041.png,change the smartphone to a rose,image_edit_meta
edit_1042,image_edit_magic_data/image_1042.png,fill the girl's hat with flowers,image_edit_meta
edit_1043,image_edit_magic_data/image_1043.png,fill the hat with colorful patterns,image_edit_meta
edit_1044,image_edit_magic_data/image_1044.png,paint the man's shirt green,image_edit_meta
edit_1045,image_edit_magic_data/image_1045.png,fill the dress with colorful patterns,image_edit_meta
edit_1046,image_edit_magic_data/image_1046.png,give the warrior a top hat,image_edit_meta
edit_1047,image_edit_magic_data/image_1047.png,replace hijabs with tiaras,image_edit_meta
edit_1048,image_edit_magic_data/image_1048.png,make her dress sparkly,image_edit_meta
edit_1049,image_edit_magic_data/image_1049.png,paint the dress blue,image_edit_meta
edit_1050,image_edit_magic_data/image_1050.png,make the dog black,image_edit_meta
edit_1051,image_edit_magic_data/image_1051.png,have a pink sapphire instead of diamond,image_edit_meta
edit_1052,image_edit_magic_data/image_1052.png,remove the glasses,image_edit_meta
edit_1053,image_edit_magic_data/image_1053.png,add a bow tie to the dog,image_edit_meta
edit_1054,image_edit_magic_data/image_1054.png,remove the sunset,image_edit_meta
edit_1055,image_edit_magic_data/image_1055.png,remove the ivy,image_edit_meta
edit_1056,image_edit_magic_data/image_1056.png,without the accessories,image_edit_meta
edit_1057,image_edit_magic_data/image_1057.png,shave the beard and cut the hair,image_edit_meta
edit_1058,image_edit_magic_data/image_1058.png,remove the vest,image_edit_meta
edit_1059,image_edit_magic_data/image_1059.png,remove the digital tablet,image_edit_meta
edit_1060,image_edit_magic_data/image_1060.png,remove the leather jacket,image_edit_meta
edit_1061,image_edit_magic_data/image_1061.png,remove the beard and mustache,image_edit_meta
edit_1062,image_edit_magic_data/image_1062.png,remove the bridge,image_edit_meta
edit_1063,image_edit_magic_data/image_1063.png,get rid of the young man,image_edit_meta
